# ========
# captured on: Mon Jul 15 18:25:22 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match drawpointsdash --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 302, 303, 304, 305, 306, 307, 308, 309 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 10K of event 'cycles'
# Event count (approx.): 8822239113
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.04%    bench  bench                    [.] SkPaint::SkPaint(SkPaint const&)                                                                                                                                                                                                                                                                                                                                                                                     
     0.04%    bench  bench                    [.] SkRegion::~SkRegion()                                                                                                                                                                                                                                                                                                                                                                                                
     0.04%    bench  libdricore.so            [.] _mesa_valid_to_render                                                                                                                                                                                                                                                                                                                                                                                                
     0.03%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::set(GrDrawTarget*, GrDrawTarget::ASRInit, SkMatrix const*)                                                                                                                                                                                                                                                                                                                           
     0.03%    bench  bench                    [.] SkRTree::insert(SkRTree::Node*, SkRTree::Branch*, unsigned short)                                                                                                                                                                                                                                                                                                                                                    
     0.03%    bench  bench                    [.] SkPath::addRect(float, float, float, float, SkPath::Direction)                                                                                                                                                                                                                                                                                                                                                       
     0.03%    bench  bench                    [.] SkPaint::setPathEffect(SkPathEffect*)                                                                                                                                                                                                                                                                                                                                                                                
     0.03%    bench  libgallium.so            [.] cso_single_sampler                                                                                                                                                                                                                                                                                                                                                                                                   
     0.03%    bench  libc-2.15.so             [.] realloc                                                                                                                                                                                                                                                                                                                                                                                                              
     0.03%    bench  bench                    [.] SkRefCnt::internal_dispose() const                                                                                                                                                                                                                                                                                                                                                                                   
     0.03%    bench  libgallium.so            [.] cso_set_vertex_buffers                                                                                                                                                                                                                                                                                                                                                                                               
     0.03%    bench  libglsl.so               [.] ir_variable_refcount_visitor::get_variable_entry(ir_variable*)                                                                                                                                                                                                                                                                                                                                                       
     0.03%    bench  libm-2.15.so             [.] 0x000000000002f670                                                                                                                                                                                                                                                                                                                                                                                                   
     0.03%    bench  nouveau_dri.so           [.] u_transfer_destroy_vtbl                                                                                                                                                                                                                                                                                                                                                                                              
     0.03%    bench  bench                    [.] _ZN9GrContext15getPathRendererERK6SkPathRK11SkStrokeRecPK12GrDrawTargetbN19GrPathRendererChain8DrawTypeEPNS9_14StencilSupportE.constprop.91                                                                                                                                                                                                                                                                          
     0.03%    bench  bench                    [.] SkCanvas::updateDeviceCMCache()                                                                                                                                                                                                                                                                                                                                                                                      
     0.03%    bench  bench                    [.] GrDrawState::setDefaultVertexAttribs()                                                                                                                                                                                                                                                                                                                                                                               
     0.03%    bench  bench                    [.] DrawPointsDashingBench::onDraw(SkCanvas*)                                                                                                                                                                                                                                                                                                                                                                            
     0.03%    bench  bench                    [.] GrGpuGL::onGpuDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                                                                                                                                                                                                    
     0.03%    bench  nouveau_dri.so           [.] nv50_fp_linkage_validate                                                                                                                                                                                                                                                                                                                                                                                             
     0.03%    bench  libdricore.so            [.] _mesa_reference_shader_program                                                                                                                                                                                                                                                                                                                                                                                       
     0.03%    bench  libgallium.so            [.] st_flush_bitmap_cache                                                                                                                                                                                                                                                                                                                                                                                                
     0.03%    bench  nouveau_dri.so           [.] nouveau_mm_allocate                                                                                                                                                                                                                                                                                                                                                                                                  
     0.03%    bench  bench                    [.] GrGpuGL::flushStencil(GrGpu::DrawType)                                                                                                                                                                                                                                                                                                                                                                               
     0.03%    bench  bench                    [.] GrGLRenderTarget::getResolveType() const                                                                                                                                                                                                                                                                                                                                                                             
     0.03%    bench  libglsl.so               [.] 0x0000000000056bbb                                                                                                                                                                                                                                                                                                                                                                                                   
     0.02%    bench  nouveau_dri.so           [.] driIndexConfigAttrib                                                                                                                                                                                                                                                                                                                                                                                                 
     0.02%    bench  bench                    [.] SkStrokeRec::getStyle() const                                                                                                                                                                                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] SkMatrix::getMaxStretch() const                                                                                                                                                                                                                                                                                                                                                                                      
     0.02%    bench  libgallium.so            [.] cso_find_state_template                                                                                                                                                                                                                                                                                                                                                                                              
     0.02%    bench  nouveau_dri.so           [.] u_resource_destroy_vtbl                                                                                                                                                                                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessThan>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessThan)                                                                                                                                                                                                                                                                                            
     0.02%    bench  nouveau_dri.so           [.] nouveau_mm_free                                                                                                                                                                                                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] QuadEdgeEffect::onIsEqual(GrEffect const&) const                                                                                                                                                                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] SkPaint::setStyle(SkPaint::Style)                                                                                                                                                                                                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] GrDrawTarget::setVertexSourceToBuffer(GrVertexBuffer const*)                                                                                                                                                                                                                                                                                                                                                         
     0.02%    bench  bench                    [.] SkPaint::~SkPaint()                                                                                                                                                                                                                                                                                                                                                                                                  
     0.02%    bench  nouveau_dri.so           [.] util_format_read_4f                                                                                                                                                                                                                                                                                                                                                                                                  
     0.02%    bench  nouveau_dri.so           [.] u_transfer_unmap_vtbl                                                                                                                                                                                                                                                                                                                                                                                                
     0.02%    bench  libdricore.so            [.] pthread_mutex_lock@plt                                                                                                                                                                                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] GrDrawTarget::clipWillBeSet(GrClipData const*)                                                                                                                                                                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] GrPathUtils::worstCasePointCount(SkPath const&, int*, float)                                                                                                                                                                                                                                                                                                                                                         
     0.02%    bench  libexpat.so.1.5.2        [.] 0x0000000000015a20                                                                                                                                                                                                                                                                                                                                                                                                   
     0.02%    bench  nouveau_dri.so           [.] u_get_transfer_vtbl                                                                                                                                                                                                                                                                                                                                                                                                  
     0.02%    bench  libgallium.so            [.] cso_set_fragment_shader_handle                                                                                                                                                                                                                                                                                                                                                                                       
     0.02%    bench  bench                    [.] GrGLProgram::overrideBlend(GrBlendCoeff*, GrBlendCoeff*) const                                                                                                                                                                                                                                                                                                                                                       
     0.02%    bench  libdricore.so            [.] vbo_exec_vtx_flush                                                                                                                                                                                                                                                                                                                                                                                                   
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_unmap                                                                                                                                                                                                                                                                                                                                                                                                     
     0.02%    bench  libdricore.so            [.] vbo_exec_vtx_map                                                                                                                                                                                                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] GrDrawTarget::DrawInfo::operator=(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                                                                                                                                                                                     
     0.02%    bench  bench                    [.] SkPath::Iter::Iter(SkPath const&, bool)                                                                                                                                                                                                                                                                                                                                                                              
     0.02%    bench  libdricore.so            [.] _mesa_reference_program_                                                                                                                                                                                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] GrBufferAllocPool::destroyBlock()                                                                                                                                                                                                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] GrGLProgram::setColor(GrDrawState const&, unsigned int, GrGLProgram::SharedGLState*)                                                                                                                                                                                                                                                                                                                                 
     0.02%    bench  libdricore.so            [.] vbo_sizeof_ib_type                                                                                                                                                                                                                                                                                                                                                                                                   
     0.02%    bench  libstdc++.so.6.0.16      [.] free@plt                                                                                                                                                                                                                                                                                                                                                                                                             
     0.02%    bench  nouveau_dri.so           [.] nv50_fragprog_validate                                                                                                                                                                                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] SkPathEffect::computeFastBounds(SkRect*, SkRect const&) const                                                                                                                                                                                                                                                                                                                                                        
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_submit                                                                                                                                                                                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] GrPathUtils::scaleToleranceToSrc(float, SkMatrix const&, SkRect const&)                                                                                                                                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] GrDefaultPathRenderer::internalDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget*, bool)                                                                                                                                                                                                                                                                                                                      
     0.02%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_map_range                                                                                                                                                                                                                                                                                                                                                                                                 
     0.02%    bench  libdricore.so            [.] _mesa_UseProgramObjectARB                                                                                                                                                                                                                                                                                                                                                                                            
     0.02%    bench  nouveau_dri.so           [.] u_default_transfer_inline_write                                                                                                                                                                                                                                                                                                                                                                                      
     0.02%    bench  libdricore.so            [.] vbo_exec_BeginVertices                                                                                                                                                                                                                                                                                                                                                                                               
     0.02%    bench  libglsl.so               [.] s_pattern::match(s_expression*)                                                                                                                                                                                                                                                                                                                                                                                      
     0.02%    bench  bench                    [.] SkPoint::distanceToLineBetweenSqd(SkPoint const&, SkPoint const&, SkPoint::Side*) const                                                                                                                                                                                                                                                                                                                              
     0.02%    bench  bench                    [.] SkDrawTreatAsHairline(SkPaint const&, SkMatrix const&, float*)                                                                                                                                                                                                                                                                                                                                                       
     0.02%    bench  nouveau_dri.so           [.] nv50_validate_derived_rs                                                                                                                                                                                                                                                                                                                                                                                             
     0.02%    bench  bench                    [.] GrGLProgram::setEffectData(GrGpuGL*, GrEffectStage const&, GrGLProgram::EffectAndSamplers const&)                                                                                                                                                                                                                                                                                                                    
     0.02%    bench  bench                    [.] _ZN6SkPath4Iter6doNextEP7SkPoint.constprop.70                                                                                                                                                                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] GrRenderTarget::flagAsNeedingResolve(SkIRect const*)                                                                                                                                                                                                                                                                                                                                                                 
     0.02%    bench  libdricore.so            [.] vbo_exec_FlushVertices                                                                                                                                                                                                                                                                                                                                                                                               
     0.02%    bench  bench                    [.] GrBufferAllocPool::createBlock(unsigned long)                                                                                                                                                                                                                                                                                                                                                                        
     0.02%    bench  bench                    [.] SkBitmap::notifyPixelsChanged() const                                                                                                                                                                                                                                                                                                                                                                                
     0.02%    bench  bench                    [.] (anonymous namespace)::update_degenerate_test((anonymous namespace)::DegenerateTestData*, SkPoint const&)                                                                                                                                                                                                                                                                                                            
     0.02%    bench  bench                    [.] _ZNK8SkCanvas11quickRejectERK6SkRect.part.51                                                                                                                                                                                                                                                                                                                                                                         
     0.02%    bench  libGL.so.1.2             [.] glXGetFBConfigAttribSGIX                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] BenchSysTimer::endCpu()                                                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] SkGpuDevice::drawPoints(SkDraw const&, SkCanvas::PointMode, unsigned long, SkPoint const*, SkPaint const&)                                                                                                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] void* operator new<GrEffectStage, false>(unsigned long, SkTArray<GrEffectStage, false>*, int)                                                                                                                                                                                                                                                                                                                        
     0.01%    bench  nouveau_dri.so           [.] nouveau_buffer_create                                                                                                                                                                                                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrGLProgram::setCoverage(GrDrawState const&, unsigned int, GrGLProgram::SharedGLState*)                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] glStencilMask@plt                                                                                                                                                                                                                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] SkXfermode::AsMode(SkXfermode const*, SkXfermode::Mode*)                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] CLZBench::onGetName()                                                                                                                                                                                                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] SkAAClipBlitter::~SkAAClipBlitter()                                                                                                                                                                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::~AutoStateRestore()                                                                                                                                                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] operate_on_span(int const*, int const*, int*, int, int)                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  libdricore.so            [.] _mesa_DisableVertexAttribArrayARB                                                                                                                                                                                                                                                                                                                                                                                    
     0.01%    bench  libglsl.so               [.] ir_dereference_variable::accept(ir_hierarchical_visitor*)                                                                                                                                                                                                                                                                                                                                                            
     0.01%    bench  bench                    [.] SkAlphaRuns::Break(short*, unsigned char*, int, int)                                                                                                                                                                                                                                                                                                                                                                 
     0.01%    bench  libm-2.15.so             [.] __powf_finite                                                                                                                                                                                                                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] Fact4(void*)                                                                                                                                                                                                                                                                                                                                                                                                         
     0.01%    bench  bench                    [.] make_random_rects(SkRandom&, int, int)                                                                                                                                                                                                                                                                                                                                                                               
     0.01%    bench  bench                    [.] realloc@plt                                                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  nouveau_dri.so           [.] sched_yield@plt                                                                                                                                                                                                                                                                                                                                                                                                      
     0.01%    bench  libgallium.so            [.] cso_single_vertex_sampler_done                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] GrDrawTarget::DrawInfo::adjustStartVertex(int)                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  libglsl.so               [.] ir_expression::accept(ir_hierarchical_visitor*)                                                                                                                                                                                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] void SkTIntroSort<SkRTree::Branch, SkRTree::RectLessY>(int, SkRTree::Branch*, SkRTree::Branch*, SkRTree::RectLessY)                                                                                                                                                                                                                                                                                                  
     0.01%    bench  libglsl.so               [.] ir_instruction::as_return()                                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] SkAAClipBlitterWrapper::SkAAClipBlitterWrapper()                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::setIdentity(GrDrawTarget*, GrDrawTarget::ASRInit)                                                                                                                                                                                                                                                                                                                                    
     0.01%    bench  nouveau_dri.so           [.] nouveau_user_buffer_create                                                                                                                                                                                                                                                                                                                                                                                           
     0.01%    bench  bench                    [.] GrTAllocator<GrDrawState::DeferredState>::reset()                                                                                                                                                                                                                                                                                                                                                                    
     0.01%    bench  bench                    [.] SkPath::cheapComputeDirection(SkPath::Direction*) const                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] SkBlitter::~SkBlitter()                                                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  libdricore.so            [.] _mesa_lookup_bufferobj                                                                                                                                                                                                                                                                                                                                                                                               
     0.01%    bench  libdricore.so            [.] _mesa_load_state_parameters                                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  libglsl.so               [.] glsl_symbol_table::add_variable(ir_variable*)                                                                                                                                                                                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] SkStrokeRec::SkStrokeRec(SkPaint const&)                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] GrDrawState::~GrDrawState()                                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  nouveau_dri.so           [.] free@plt                                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] SkPaint::nothingToDraw() const                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] GrMalloc(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] GrGpu::geometrySourceWillPush()                                                                                                                                                                                                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] GrInOrderDrawBuffer::releaseReservedIndexSpace()                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  libglsl.so               [.] ir_instruction::as_variable()                                                                                                                                                                                                                                                                                                                                                                                        
     0.01%    bench  libdricore.so            [.] _mesa_update_state                                                                                                                                                                                                                                                                                                                                                                                                   
     0.01%    bench  libc-2.15.so             [.] ffs                                                                                                                                                                                                                                                                                                                                                                                                                  
     0.01%    bench  libdricore.so            [.] _mesa_validate_DrawArrays                                                                                                                                                                                                                                                                                                                                                                                            
     0.01%    bench  libgallium.so            [.] st_manager_validate_framebuffers                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  nouveau_dri.so           [.] u_transfer_map_vtbl                                                                                                                                                                                                                                                                                                                                                                                                  
     0.01%    bench  bench                    [.] SuperBlitter::blitH(int, int, int)                                                                                                                                                                                                                                                                                                                                                                                   
     0.01%    bench  libdricore.so            [.] _mesa_get_enabled_extension                                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  nouveau_dri.so           [.] nv50_gp_linkage_validate                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  nouveau_dri.so           [.] nouveau_pushbuf_marker_emit@plt                                                                                                                                                                                                                                                                                                                                                                                      
     0.01%    bench  libgallium.so            [.] cso_hash_iter_data                                                                                                                                                                                                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] GrAAConvexPathRenderer::canDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget const*, bool) const                                                                                                                                                                                                                                                                                                              
     0.01%    bench  bench                    [.] GrDefaultPathRenderer::canDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget const*, bool) const                                                                                                                                                                                                                                                                                                               
     0.01%    bench  libdricore.so            [.] _mesa_HashFindFreeKeyBlock                                                                                                                                                                                                                                                                                                                                                                                           
     0.01%    bench  libdricore.so            [.] pthread_mutex_unlock@plt                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  libglsl.so               [.] yyparse                                                                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  libLLVM-3.0.so.1         [.] llvm::PMTopLevelManager::setLastUser(llvm::SmallVectorImpl<llvm::Pass*> const&, llvm::Pass*)                                                                                                                                                                                                                                                                                                                         
     0.01%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_pending                                                                                                                                                                                                                                                                                                                                                                                                   
     0.01%    bench  bench                    [.] SkDraw::SkDraw()                                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  libc-2.15.so             [.] vfprintf                                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  libglsl.so               [.] ralloc_size                                                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  bench                    [.] GrContext::internalDrawPath(GrDrawTarget*, bool, SkPath const&, SkStrokeRec const&)                                                                                                                                                                                                                                                                                                                                  
     0.01%    bench  libdricore.so            [.] _mesa_HashRemove                                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] GrAAHairLinePathRenderer::canDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget const*, bool) const                                                                                                                                                                                                                                                                                                            
     0.01%    bench  bench                    [.] SkRegion::SkRegion()                                                                                                                                                                                                                                                                                                                                                                                                 
     0.01%    bench  bench                    [.] GrContext::drawPath(GrPaint const&, SkPath const&, SkStrokeRec const&)                                                                                                                                                                                                                                                                                                                                               
     0.01%    bench  libc-2.15.so             [.] ioctl                                                                                                                                                                                                                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] GrInOrderDrawBuffer::~GrInOrderDrawBuffer()                                                                                                                                                                                                                                                                                                                                                                          
     0.01%    bench  libdricore.so            [.] _mesa_EnableVertexAttribArrayARB                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  libgallium.so            [.] cso_set_geometry_shader_handle                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] GrDrawTarget::setDrawState(GrDrawState*)                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] SkRasterClip::getBounds() const                                                                                                                                                                                                                                                                                                                                                                                      
     0.01%    bench  libgallium.so            [.] cso_hash_find                                                                                                                                                                                                                                                                                                                                                                                                        
     0.01%    bench  bench                    [.] GrGLBufferImpl::isLocked() const                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  libdricore.so            [.] _mesa_GetError                                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  libgallium.so            [.] __memcpy_chk@plt                                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  bench                    [.] SkPoint::scale(float, SkPoint*) const                                                                                                                                                                                                                                                                                                                                                                                
     0.01%    bench  libgallium.so            [.] cso_hash_iter_is_null                                                                                                                                                                                                                                                                                                                                                                                                
     0.01%    bench  libglsl.so               [.] ir_reader::read_declaration(s_expression*)                                                                                                                                                                                                                                                                                                                                                                           
     0.01%    bench  libLLVM-3.0.so.1         [.] llvm::createGreedyRegisterAllocator()                                                                                                                                                                                                                                                                                                                                                                                
     0.01%    bench  bench                    [.] sk_free(void*)                                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  libdricore.so            [.] _mesa_update_tnl_spaces                                                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  libc-2.15.so             [.] __cxa_atexit                                                                                                                                                                                                                                                                                                                                                                                                         
     0.01%    bench  libgallium.so            [.] cso_set_vertex_sampler_views                                                                                                                                                                                                                                                                                                                                                                                         
     0.01%    bench  bench                    [.] GrGLEffect::GenTextureKey(GrDrawEffect const&, GrGLCaps const&)                                                                                                                                                                                                                                                                                                                                                      
     0.01%    bench  bench                    [.] glDrawElements@plt                                                                                                                                                                                                                                                                                                                                                                                                   
     0.01%    bench  libLLVM-3.0.so.1         [.] llvm::X86InstrInfo::AddTableEntry(llvm::DenseMap<unsigned int, std::pair<unsigned int, unsigned int>, llvm::DenseMapInfo<unsigned int>, llvm::DenseMapInfo<std::pair<unsigned int, unsigned int> > >&, llvm::DenseMap<unsigned int, std::pair<unsigned int, unsigned int>, llvm::DenseMapInfo<unsigned int>, llvm::DenseMapInfo<std::pair<unsigned int, unsigned int> > >&, unsigned int, unsigned int, unsigned int)
     0.01%    bench  bench                    [.] BenchGpuTimer::endGpu()                                                                                                                                                                                                                                                                                                                                                                                              
     0.01%    bench  libgallium.so            [.] st_flush                                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] free@plt                                                                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  bench                    [.] GrGLVertexBuffer::updateData(void const*, unsigned long)                                                                                                                                                                                                                                                                                                                                                             
     0.01%    bench  libgallium.so            [.] cso_set_clip                                                                                                                                                                                                                                                                                                                                                                                                         
     0.01%    bench  libstdc++.so.6.0.16      [.] operator new[](unsigned long)                                                                                                                                                                                                                                                                                                                                                                                        
     0.01%    bench  nouveau_dri.so           [.] nv50_validate_textures                                                                                                                                                                                                                                                                                                                                                                                               
     0.01%    bench  libgallium.so            [.] memcmp@plt                                                                                                                                                                                                                                                                                                                                                                                                           
     0.01%    bench  libdricore.so            [.] _mesa_reference_buffer_object_                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  libX11.so.6.3.0          [.] XGetVisualInfo                                                                                                                                                                                                                                                                                                                                                                                                       
     0.01%    bench  bench                    [.] SkString::operator=(char const*)                                                                                                                                                                                                                                                                                                                                                                                     
     0.01%    bench  libxcb.so.1.1.0          [.] 0x000000000000b5fc                                                                                                                                                                                                                                                                                                                                                                                                   
     0.00%    bench  ld-2.15.so               [.] __libc_memalign                                                                                                                                                                                                                                                                                                                                                                                                      


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
