# ========
# captured on: Mon Jul 15 18:08:37 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match path_stroke_big_rect --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 222, 223, 224, 225, 226, 227, 228, 229 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 2K of event 'cycles'
# Event count (approx.): 1739874840
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.05%    bench  bench                    [.] GrGLRenderTarget::getResolveType() const                                                                                                                                                                                                             
     0.05%    bench  libdrm.so.2.4.0          [.] drmCommandWriteRead                                                                                                                                                                                                                                  
     0.05%    bench  libdrm.so.2.4.0          [.] drmIoctl                                                                                                                                                                                                                                             
     0.05%    bench  libc-2.15.so             [.] _IO_default_xsputn                                                                                                                                                                                                                                   
     0.05%    bench  bench                    [.] GrDrawState::hasSolidCoverage() const                                                                                                                                                                                                                
     0.05%    bench  bench                    [.] GrMemoryPool::release(void*)                                                                                                                                                                                                                         
     0.05%    bench  bench                    [.] ceilf@plt                                                                                                                                                                                                                                            
     0.05%    bench  bench                    [.] SkPixelRef::unlockPixels()                                                                                                                                                                                                                           
     0.05%    bench  bench                    [.] GrContext::addExistingTextureToCache(GrTexture*)                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] SkRect::setBoundsCheck(SkPoint const*, int)                                                                                                                                                                                                          
     0.05%    bench  bench                    [.] SrcModeRectBench::onGetName()                                                                                                                                                                                                                        
     0.05%    bench  libglsl.so               [.] ir_expression::constant_expression_value()                                                                                                                                                                                                           
     0.05%    bench  libdricore.so            [.] hash_table_find                                                                                                                                                                                                                                      
     0.05%    bench  libpthread-2.15.so       [.] pthread_getspecific                                                                                                                                                                                                                                  
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::willReserveVertexAndIndexSpace(int, int)                                                                                                                                                                                        
     0.05%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_new_tile                                                                                                                                                                                                                                  
     0.05%    bench  nouveau_dri.so           [.] u_default_transfer_inline_write                                                                                                                                                                                                                      
     0.05%    bench  bench                    [.] SkAAClip::SkAAClip()                                                                                                                                                                                                                                 
     0.05%    bench  libGL.so.1.2             [.] glTexSubImage2DEXT                                                                                                                                                                                                                                   
     0.05%    bench  libc-2.15.so             [.] mmap64                                                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::releaseReservedVertexSpace()                                                                                                                                                                                                    
     0.05%    bench  nouveau_dri.so           [.] util_copy_rect                                                                                                                                                                                                                                       
     0.05%    bench  libLLVM-3.0.so.1         [.] llvm::Statistic::RegisterStatistic()                                                                                                                                                                                                                 
     0.05%    bench  bench                    [.] GrDrawState::~GrDrawState()                                                                                                                                                                                                                          
     0.05%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::set(GrDrawTarget*, GrDrawTarget::ASRInit, SkMatrix const*)                                                                                                                                                           
     0.05%    bench  libgallium.so            [.] st_flush_bitmap_cache                                                                                                                                                                                                                                
     0.05%    bench  bench                    [.] GrAAHairLinePathRenderer::canDrawPath(SkPath const&, SkStrokeRec const&, GrDrawTarget const*, bool) const                                                                                                                                            
     0.05%    bench  nouveau_dri.so           [.] nv50_validate_textures                                                                                                                                                                                                                               
     0.05%    bench  bench                    [.] SkXfermode::AsMode(SkXfermode const*, SkXfermode::Mode*)                                                                                                                                                                                             
     0.05%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_pending                                                                                                                                                                                                                                   
     0.05%    bench  bench                    [.] GrTHashTable<GrResourceEntry, GrResourceKey, 8ul>::insert(GrResourceKey const&, GrResourceEntry*)                                                                                                                                                    
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::recordDraw(GrDrawTarget::DrawInfo const&)                                                                                                                                                                                       
     0.05%    bench  bench                    [.] GrInOrderDrawBuffer::onReserveVertexSpace(unsigned long, int, void**)                                                                                                                                                                                
     0.05%    bench  bench                    [.] void SkTIntroSort<SkEdge*, SkTPointerCompareLT<SkEdge> >(int, SkEdge**, SkEdge**, SkTPointerCompareLT<SkEdge>)                                                                                                                                       
     0.05%    bench  bench                    [.] GrBufferAllocPool::reset()                                                                                                                                                                                                                           
     0.05%    bench  bench                    [.] SkScan::AntiFillPath(SkPath const&, SkRegion const&, SkBlitter*, bool)                                                                                                                                                                               
     0.05%    bench  bench                    [.] GrDrawTarget::setIndexSourceToBuffer(GrIndexBuffer const*)                                                                                                                                                                                           
     0.05%    bench  libGL.so.1.2             [.] glXGetFBConfigAttribSGIX                                                                                                                                                                                                                             
     0.05%    bench  libdricore.so            [.] _mesa_store_texsubimage2d                                                                                                                                                                                                                            
     0.05%    bench  bench                    [.] GrGpu::writeTexturePixels(GrTexture*, int, int, int, int, GrPixelConfig, void const*, unsigned long)                                                                                                                                                 
     0.05%    bench  libdrm.so.2.4.0          [.] drmCommandWrite                                                                                                                                                                                                                                      
     0.05%    bench  bench                    [.] GrDrawTarget::setClip(GrClipData const*)                                                                                                                                                                                                             
     0.05%    bench  libX11.so.6.3.0          [.] XGetVisualInfo                                                                                                                                                                                                                                       
     0.05%    bench  bench                    [.] GrSWMaskHelper::DrawToTargetWithPathMask(GrTexture*, GrDrawTarget*, SkIRect const&)                                                                                                                                                                  
     0.05%    bench  bench                    [.] SkBitmap::ComputeRowBytes(SkBitmap::Config, int)                                                                                                                                                                                                     
     0.05%    bench  bench                    [.] GrResourceCache::find(GrResourceKey const&, unsigned int)                                                                                                                                                                                            
     0.05%    bench  bench                    [.] SkRegion::setRect(SkIRect const&)                                                                                                                                                                                                                    
     0.05%    bench  bench                    [.] GrTexture::asRenderTarget()                                                                                                                                                                                                                          
     0.05%    bench  libdricore.so            [.] _mesa_error_check_format_and_type                                                                                                                                                                                                                    
     0.05%    bench  libgallium.so            [.] cso_set_vertex_sampler_views                                                                                                                                                                                                                         
     0.03%    bench  libX11.so.6.3.0          [.] _XRead                                                                                                                                                                                                                                               
     0.03%    bench  libxcb.so.1.1.0          [.] 0x000000000000b7d4                                                                                                                                                                                                                                   
     0.03%    bench  bench                    [.] SkString::operator=(char const*)                                                                                                                                                                                                                     
     0.03%    bench  libdl-2.15.so            [.] 0x0000000000001570                                                                                                                                                                                                                                   
     0.03%    bench  libglsl.so               [.] ralloc_array_size                                                                                                                                                                                                                                    
     0.03%    bench  libstdc++.so.6.0.16      [.] char* std::string::_S_construct<char const*>(char const*, char const*, std::allocator<char> const&, std::forward_iterator_tag)                                                                                                                       
     0.02%    bench  bench                    [.] SkXfermode::Create(SkXfermode::Mode)                                                                                                                                                                                                                 
     0.02%    bench  libc-2.15.so             [.] random_r                                                                                                                                                                                                                                             
     0.02%    bench  libfontconfig.so.1.4.4   [.] FcStrSetMember                                                                                                                                                                                                                                       
     0.02%    bench  libfontconfig.so.1.4.4   [.] FcLangSetHasLang                                                                                                                                                                                                                                     
     0.02%    bench  libfreetype.so.6.8.0     [.] 0x000000000001e749                                                                                                                                                                                                                                   
     0.02%    bench  bench                    [.] randN_proc(int*, int)                                                                                                                                                                                                                                
     0.02%    bench  libm-2.15.so             [.] __powf_finite                                                                                                                                                                                                                                        
     0.02%    bench  libfreetype.so.6.8.0     [.] ft_mem_alloc                                                                                                                                                                                                                                         
     0.02%    bench  libfreetype.so.6.8.0     [.] TT_RunIns                                                                                                                                                                                                                                            
     0.02%    bench  libfontconfig.so.1.4.4   [.] FcFileIsDir                                                                                                                                                                                                                                          
     0.02%    bench  libX11.so.6.3.0          [.] _XReply                                                                                                                                                                                                                                              


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
