# ========
# captured on: Mon Jul 15 17:52:53 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match rrects_3_stroke_4 --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 150, 151, 152, 153, 154, 155, 156, 157 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 1K of event 'cycles'
# Event count (approx.): 1171381422
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.07%    bench  nouveau_dri.so           [.] nv50_validate_textures                                                                                                                                                                                                                               
     0.07%    bench  libc-2.15.so             [.] realloc                                                                                                                                                                                                                                              
     0.07%    bench  libgallium.so            [.] memcpy@plt                                                                                                                                                                                                                                           
     0.07%    bench  bench                    [.] GrSimpleTextureEffect::getConstantColorComponents(unsigned int*, unsigned int*) const                                                                                                                                                                
     0.07%    bench  bench                    [.] GrGLEffect::GenAttribKey(GrDrawEffect const&)                                                                                                                                                                                                        
     0.07%    bench  bench                    [.] GrAARectRenderer::aaFillRectIndexBuffer(GrGpu*)                                                                                                                                                                                                      
     0.07%    bench  libdricore.so            [.] _mesa_uniform_matrix                                                                                                                                                                                                                                 
     0.07%    bench  nouveau_dri.so           [.] nv50_vertprog_validate                                                                                                                                                                                                                               
     0.07%    bench  bench                    [.] GrGpuGL::flushBlend(bool, GrBlendCoeff, GrBlendCoeff)                                                                                                                                                                                                
     0.07%    bench  libgallium.so            [.] cso_set_vertex_buffers                                                                                                                                                                                                                               
     0.07%    bench  libgallium.so            [.] st_validate_state                                                                                                                                                                                                                                    
     0.07%    bench  bench                    [.] SkPoint::rotateCCW(SkPoint*) const                                                                                                                                                                                                                   
     0.06%    bench  bench                    [.] make_random_rects(SkRandom&, int, int)                                                                                                                                                                                                               
     0.06%    bench  libfontconfig.so.1.4.4   [.] FcStrSetMember                                                                                                                                                                                                                                       
     0.06%    bench  libdricore.so            [.] _mesa_make_extension_string                                                                                                                                                                                                                          
     0.05%    bench  libdricore.so            [.] _math_matrix_is_dirty                                                                                                                                                                                                                                
     0.05%    bench  libm-2.15.so             [.] __powf_finite                                                                                                                                                                                                                                        
     0.04%    bench  libglsl.so               [.] rzalloc_array_size                                                                                                                                                                                                                                   
     0.04%    bench  libdricore.so            [.] _mesa_get_enabled_extension                                                                                                                                                                                                                          
     0.03%    bench  libexpat.so.1.5.2        [.] XML_ParserFree                                                                                                                                                                                                                                       
     0.03%    bench  libfreetype.so.6.8.0     [.] FT_GlyphLoader_Reset                                                                                                                                                                                                                                 
     0.03%    bench  libfreetype.so.6.8.0     [.] TT_RunIns                                                                                                                                                                                                                                            
     0.03%    bench  libfreetype.so.6.8.0     [.] FT_MulDiv                                                                                                                                                                                                                                            
     0.03%    bench  libfreetype.so.6.8.0     [.] 0x000000000002296a                                                                                                                                                                                                                                   
     0.01%    bench  libc-2.15.so             [.] execvpe                                                                                                                                                                                                                                              


#
# (For a higher level overview, try: perf report --sort comm,dso)
#
